AÑO;PR;TIPO RED;CTRA;TR;ESTAC ASOC;ESTAC AFORO;PK ESTAC;ESTAC AFÍN;DESCRIPCIÓN DEL TRAMO;LONG;PK INICIAL;PK FINAL;IMD AÑO;IMD-L AÑO;IMDp AÑO;% LIG AÑO;% PES AÑO;IMD AÑO ANT;IMD-L  AÑO ANT;IMDp AÑO ANT;% LIG AÑO ANT;%PES AÑO ANT;VELOCIDAD MEDIA;RANGO VELOC MEDIA;% MOTOS;% TURISMOS;% FURGON.;% TRACT.;% AUTOBUSES;% CAM. S/R;% CAM. ART.;% TREN CTRA.;% EXTRANJ.;% MER. PEL.;LÍMITE CCAA;LÍMITE PROVINCIA;DOBLE CALZADA
2015;PA;CL;P-921;1;PA-4520;;;PA-1030;DE TORREMORMOJÓN (CL-612) A AMPUDIA (P-901);4.368;0.0;4.368;179;165;14;92.18;7.82;210;199;11;94.76;5.24;77;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-923;1;PA-4590;;;PA-1030;DE VILLARRAMIEL (N-610) A GUAZA DE CAMPOS (P-924);9.524;0.0;9.524;114;105;9;92.11;7.89;109;102;7;93.58;6.42;83;81-90;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-924;1;PA-4590;PA-4590;10.0;PA-1030;DE PAREDES DE NAVA (CL-613a) A LÍMITE DE  PROVINCIA DE VALLADOLID POR FRECHILLA;20.38;0.0;20.38;114;105;9;92.11;7.89;109;102;7;93.58;6.42;77;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;VA;
2015;PA;CL;P-944;1;PA-4590;;;PA-1030;DE FRECHILLA (P-924) A P-953;6.4;0.0;6.4;114;105;9;92.11;7.89;109;102;7;93.58;6.42;80;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-953;1;PA-4790;PA-4790;13.23;PA-1030;DE LA VENTA (CL-615) A FUENTES DE NAVA (P-940) POR BECERRIL DE CAMPOS;19.59;0.0;19.59;254;210;44;82.68;17.32;214;174;40;81.31;18.69;75;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-963;1;PA-4620;PA-4620;13.6;PA-1030;DE VILLAFOLFO (P-961) A CERVATOS DE LA CUEZA (N-120);15.7;0.0;15.7;149;143;6;95.97;4.03;177;170;7;96.05;3.95;73;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-970;1;PA-4570;PA-4570;5.675;PA-1030;DE FRECHILLA (P-924) A CISNEROS (CL-613);9.2;0.0;9.2;113;106;7;93.81;6.19;127;115;12;90.55;9.45;75;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-970;2;PA-4625;PA-4625;17.4;PA-1030;DE CISNEROS (CL-613)  A LEDIGOS (N-120) POR SAN ROMÁN DE LA CUBA;16.35;9.2;25.55;166;155;11;93.37;6.63;123;110;13;89.43;10.57;74;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-972;1;PA-4640;PA-4640;1.95;PA-1030;DE VILLADA (CL-613) A SAN ROMÁN DE LA CUBA (P-970);8.52;0.0;8.52;180;155;25;86.11;13.89;190;164;26;86.32;13.68;77;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-980;2;PA-4655;PA-4655;17.05;PA-0100;DE VILLALCÁZAR DE SIRGA (P-981) A FRÓMISTA (N-611a);12.98;5.59;18.57;889;827;62;93.03;6.97;662;619;43;93.5;6.5;66;61-70;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;PA;CL;P-981;1;PA-4665;PA-4665;14.7;PA-0100;DE VILLOLDO (CL-615a)  A SANTILLANA DE CAMPOS (A-67) POR VILLALCAZAR DE SIRGA;23.39;0.0;23.39;88;78;10;88.64;11.36;66;59;7;89.39;10.61;79;71-80;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;SA;CP;SA-102;1;SA-4200;SA-4200;12.19;SA-1240;DE SORIHUELA (N-630) A PUENTE DEL CONGOSTO;16.0;0.0;16.0;1392;1262;130;90.66;9.34;1354;1264;90;93.35;6.65;77;71-80;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CL;SA-113;1;SA-4210;SA-4210;13.21;SA-1215;DE MACOTERA (SA-105) A ANAYA DE ALBA (CL-510);22.68;0.0;22.68;382;342;40;89.53;10.47;245;227;18;92.65;7.35;76;71-80;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;;
2015;SA;CP;SA-201;3;SA-4230;SA-4230;36.12;SA-1240;DE LA ALBERCA (DSA-260) A LÍMITE DE C.A. DE EXTREMADURA;16.48;20.9;37.38;51;51;0;99.0;1.0;98;98;0;100.0;0.0;51;<=60;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;EX;;
2015;SA;CP;SA-205;2;SA-4415;SA-4415;3.7;SA-1035;DE SA-210 A LINARES DE RIOFRÍO (SA-212);21.98;0.88;22.86;1058;1033;25;97.64;2.36;1168;1147;21;98.2;1.8;83;81-90;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;;;
2015;SA;CP;SA-225;1;SA-4055;SA-4055;5.19;SA-1035;DE SA-220 A LÍMITE DE C.A. DE EXTREMADURA;21.6;0.0;21.6;358;353;5;98.6;1.4;440;434;6;98.64;1.36;67;61-70;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;EX;;
2015;SA;CP;SA-300;1;SA-4405;SA-4405;0.64;SA-1265;DE SALAMANCA A VILLAMAYOR;4.28;0.0;4.28;8874;8533;341;96.16;3.84;8431;8077;354;95.8;4.2;48;<=60;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;;
2015;SA;CP;SA-300;2;SA-1265;SA-1265;17.9;SA-1265;DE VILLAMAYOR A LEDESMA (SA-305);26.04;4.28;30.32;1621;1517;104;93.58;6.42;1629;1530;99;93.92;6.08;81;81-90;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;;
2015;SA;CP;SA-305;4;ZA-4230;;;ZA-1120;DE LÍMITE DE PROVINCIA DE ZAMORA A LÍMITE DE PROVINCIA DE ZAMORA;3.2;48.66;51.86;170;157;13;92.35;7.65;195;181;14;92.82;7.18;68;61-70;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;;
2015;SA;CP;SA-311;1;SA-4160;SA-4160;2.7;SA-1035;DE LEDESMA A SA-306;5.38;0.0;5.38;493;478;15;96.96;3.04;463;447;16;96.54;3.46;72;71-80;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;;;
2015;SA;CP;SA-311;2;SA-4475;SA-4475;11.28;SA-1265;DE SA-306 A LÍMITE DE PROVINCIA DE ZAMORA;10.94;5.38;16.32;220;217;3;98.64;1.36;229;224;5;97.82;2.18;83;81-90;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;ZA;
2015;SA;CL;SA-800;1;SA-4485;SA-4485;5.79;SA-1215;DE CANTALAPIEDRA (CL-605) A LÍMITE DE PROVINCIA DE VALLADOLID;6.53;0.0;6.53;414;324;90;78.26;21.74;364;274;90;75.27;24.73;76;71-80;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;VA;
2015;SA;CL;SA-801;1;SA-4335;SA-4335;7.91;SA-1215;DE PEÑARANDA DE BRACAMONTE A SA-810;15.95;0.0;15.95;674;633;41;93.92;6.08;710;685;25;96.48;3.52;76;71-80;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;;
2015;SA;CL;SA-801;2;SA-4345;SA-4345;17.26;SA-1215;DE SA-810 A CL-605;11.63;15.95;27.58;484;434;50;89.67;10.33;547;486;61;88.85;11.15;84;81-90;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;;
2015;SA;CL;SA-804;1;SA-4515;SA-4515;0.9;SA-0015;DE SALAMANCA A  ROTONDA ACCESO A CABRERIZOS;1.075;0.0;1.075;6274;6100;174;97.23;2.77;5810;5651;159;97.26;2.74;61;61-70;0.13;81.19;12.75;0.21;0.98;3.33;1.24;0.16;0.1;0.46;;;
2015;SA;CL;SA-804;2;SA-4355;SA-4355;3.03;SA-0015;DE ROTONDA ACCESO A CABRERIZOS A CARRETERA DE BABILAFUENTE;6.675;1.075;7.75;4429;4266;163;96.32;3.68;4105;3957;148;96.39;3.61;65;61-70;0.13;81.19;12.75;0.21;0.98;3.33;1.24;0.16;0.1;0.46;;;
2015;SG;CL;SG-112;1;SG-4360;SG-4360;2.1;SG-1050;DE RIAZA (N-110) A RIOFRÍO DE RIAZA;5.4;0.0;5.4;271;266;5;98.15;1.85;192;189;3;98.44;1.56;65;61-70;0.0;68.99;15.43;0.4;0.54;4.1;9.79;0.75;0.39;0.34;CM;;
2015;SG;CL;SG-112;2;SG-4500;SG-4500;7.8;SG-1050;DE CRUCE DE RIOFRÍO DE RIAZA A LÍMITE DE C.A. DE CASTILLA LA MANCHA;7.06;5.4;12.46;94;88;6;93.62;6.38;18;18;0;100.0;0.0;48;<=60;0.0;68.99;15.43;0.4;0.54;4.1;9.79;0.75;0.39;0.34;CM;;
2015;SG;CP;SG-135;1;SO-4320;;;SO-1265;DE L.P. SORIA A N-110;3.09;36.89;39.98;243;187;56;76.95;23.05;396;333;63;84.09;15.91;78;71-80;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;SO;
2015;SG;CL;SG-203;1;VA-4265;;;VA-1130;DE SG-223 A LÍMITE DE PROVINCIA DE VALLADOLID;5.3;0.0;5.3;499;469;30;93.99;6.01;408;383;25;93.87;6.13;90;81-90;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;SG;CP;SG-222;1;SG-4340;SG-4340;4.0;SG-1110;DE TURÉGANO (CL-603) A AGUILAFUENTE;12.4;0.0;12.4;571;428;143;74.96;25.04;551;456;95;82.76;17.24;80;71-80;0.17;78.43;10.73;0.51;0.61;4.5;4.5;0.56;0.22;0.73;;;
2015;SG;CP;SG-223;1;SG-4185;SG-4185;26.8;SG-0455;DE LÍMITE DE PROVINCIA DE VALLADOLID A CUÉLLAR (A-601);7.73;19.8;27.53;1410;961;449;68.16;31.84;1514;1127;387;74.44;25.56;83;81-90;0.54;77.74;7.39;0.0;0.61;5.06;8.39;0.27;0.17;0.4;;VA;
2015;SG;CL;SG-241;2;SG-4220;SG-4220;29.99;SG-1050;DE CL-603 A SACRAMENIA;9.2;23.6;32.8;350;332;18;94.86;5.14;400;390;10;97.5;2.5;73;71-80;0.0;68.99;15.43;0.4;0.54;4.1;9.79;0.75;0.39;0.34;;;
2015;SG;CL;SG-241;3;SG-4520;SG-4520;36.3;SG-1050;DE SACRAMENIA A SG-P-2131;6.13;32.8;38.93;364;345;19;94.78;5.22;551;532;19;96.55;3.45;67;61-70;0.0;68.99;15.43;0.4;0.54;4.1;9.79;0.75;0.39;0.34;;VA;
2015;SG;CL;SG-241;4;VA-4295;;;VA-1130;DE SG-P-2131 A LÍMITE DE PROVINCIA DE VALLADOLID;0.85;38.93;39.78;419;405;14;96.66;3.34;340;329;11;96.76;3.24;71;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;SG;CL;SG-333;1;SG-4350;SG-4350;4.0;SG-1280;DE CL-601 A SG-342;8.2;0.0;8.2;1354;1150;204;84.93;15.07;1283;1091;192;85.04;14.96;73;71-80;0.0;70.12;13.85;1.1;0.24;6.98;6.98;0.72;0.22;0.89;;;
2015;SG;CP;SG-342;2;SG-4265;SG-4265;16.0;SG-1280;DE SG-333 A NAVAS DE ORO (SG-332);15.0;11.1;26.1;904;659;245;72.9;27.1;1081;923;158;85.38;14.62;80;71-80;0.0;70.12;13.85;1.1;0.24;6.98;6.98;0.72;0.22;0.89;;;
2015;SG;CP;SG-342;3;SG-4270;SG-4270;29.0;SG-1280;DE NAVAS DE ORO (SG-332) A NAVA DE LA ASUNCIÓN (SG-343);6.35;26.1;32.45;1518;1301;217;85.7;14.3;1689;1368;321;80.99;19.01;69;61-70;0.0;70.12;13.85;1.1;0.24;6.98;6.98;0.72;0.22;0.89;;;
2015;SG;CL;SG-612;2;SG-4490;SG-4490;3.07;SG-1050;DE NAVAFRÍA A LÍMITE DE C.A. DE MADRID;9.88;2.0;11.88;103;97;6;94.17;5.83;129;125;4;96.9;3.1;56;<=60;0.0;68.99;15.43;0.4;0.54;4.1;9.79;0.75;0.39;0.34;M;;
2015;SG;CL;SG-615;1;SG-4130;SG-4130;1.6;SG-0005;DEL PUERTO DE NAVACERRADA (CL-601) A LÍMITE DE C.A. DE MADRID;6.7;0.0;6.7;503;485;18;96.42;3.58;829;737;92;88.9;11.1;60;<=60;1.56;89.52;6.3;0.0;0.66;1.52;0.43;0.0;0.38;0.13;M;;
2015;SG;CL;SG-724;2;SG-4420;SG-4420;6.0;SG-1310;DE CARRETERA A PALACIO DE RIOFRÍO A N-110;5.28;4.32;9.6;591;581;10;98.31;1.69;532;480;52;90.23;9.77;61;61-70;1.07;75.59;9.26;1.07;0.48;4.45;7.84;0.24;0.35;0.62;;;
2015;SO;CP;SO-100;1;SO-1100;SO-1100;0.55;SO-1100;DE SORIA (SO-20/A-15) A QUINTANA REDONDA (SO-115);16.6;0.44;17.04;1711;1594;117;93.16;6.84;1709;1614;95;94.44;5.56;92;91-100;0.3;81.64;11.22;0.0;0.31;4.25;2.02;0.26;0.18;1.4;;;
2015;SO;CL;SO-115;1;SO-4295;SO-4295;2.0;SO-1085;DE QUINTANA REDONDA (SO-100) A MATAMALA DE ALMAZÁN (SO-110);15.78;0.0;15.78;549;403;146;73.41;26.59;520;420;100;80.77;19.23;77;71-80;0.31;54.04;7.34;0.41;0.66;7.21;27.57;2.45;4.63;3.5;;;
2015;SO;CP;SO-132;2;SO-4300;SO-4300;31.0;SO-1265;DE BARAHONA (CL-101) A LA RIBA DE ESCALOTE (SO-152);16.73;28.4;45.13;317;269;48;84.86;15.14;167;136;31;81.44;18.56;72;71-80;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;;
2015;SO;CP;SO-132;3;SO-4305;SO-4305;56.0;SO-1265;DE LA RIBA DE ESCALOTE (SO-152) A  SO-160;17.0;45.13;62.13;279;227;52;81.36;18.64;106;96;10;90.57;9.43;74;71-80;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;;
2015;SO;CP;SO-135;1;SO-4310;SO-4310;3.0;SO-1265;DE RETORTILLO DE SORIA (SO-160) A MONTEJO DE TIERMES;20.58;0.0;20.58;220;183;37;83.18;16.82;399;343;56;85.96;14.04;73;71-80;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;;
2015;SO;CP;SO-135;2;SO-4320;SO-4320;29.0;SO-1265;DE MONTEJO DE TIERMES A LÍMITE DE PROVINCIA DE SEGOVIA;16.32;20.58;36.9;243;187;56;76.95;23.05;396;333;63;84.09;15.91;76;71-80;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;SG;
2015;SO;CL;SO-154;1;SO-4140;;;SO-1045;DE BARCONES (SO-152) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;4.252;0.0;4.252;385;329;56;85.45;14.55;299;238;61;79.6;20.4;67;61-70;0.96;74.61;13.35;0.96;0.5;5.97;2.82;0.83;1.33;1.12;CM;;
2015;SO;CP;SO-340;1;SO-4030;SO-4030;3.0;SO-1020;DE ALMENAR DE SORIA (N-234) A GÓMARA  (CL-101);7.463;0.0;7.463;511;432;79;84.54;15.46;438;379;59;86.53;13.47;60;<=60;0.65;44.7;4.86;0.9;0.09;5.76;41.18;1.86;3.74;2.36;;;
2015;SO;CL;SO-382;1;SO-4330;SO-4330;3.0;SO-0040;DE ÁGREDA (N-122) A LÍMITE DE C.A. DE ARAGÓN;13.69;0.0;13.69;357;324;33;90.76;9.24;197;180;17;91.37;8.63;50;<=60;0.15;53.12;12.66;0.15;0.54;4.76;27.34;1.29;3.89;0.57;AR;;
2015;SO;CL;SO-411;1;SO-4185;SO-4185;1.0;SO-1045;DE MEDINACELI (N-IIa)  A LÍMITE DE C.A. DE CASTILLA LA MANCHA;18.38;0.0;18.38;666;469;197;70.42;29.58;420;348;72;82.86;17.14;64;61-70;0.96;74.61;13.35;0.96;0.5;5.97;2.82;0.83;1.33;1.12;CM;;
2015;SO;CP;SO-615;1;SO-1045;SO-1045;1.75;SO-1045;DE GARRAY (N-111) A SO-650;20.86;0.0;20.86;1384;1244;140;89.88;10.12;1250;1171;79;93.68;6.32;75;71-80;0.96;74.61;13.35;0.96;0.5;5.97;2.82;0.83;1.33;1.12;;;
2015;SO;CL;SO-630;2;SO-4195;SO-4195;36.0;SO-1045;DE SAN PEDRO MANRIQUE (SO-650) A CASTILRUIZ;30.3;11.24;41.54;523;437;86;83.56;16.44;492;441;51;89.63;10.37;55;<=60;0.96;74.61;13.35;0.96;0.5;5.97;2.82;0.83;1.33;1.12;;;
2015;SO;CL;SO-630;3;SO-4205;SO-4205;45.0;SO-1045;DE CASTILRUIZ A MATALEBRERAS (N-122);4.39;41.54;45.93;590;546;44;92.54;7.46;565;493;72;87.26;12.74;75;71-80;0.96;74.61;13.35;0.96;0.5;5.97;2.82;0.83;1.33;1.12;;;
2015;SO;CP;SO-820;3;SO-4245;SO-4245;37.0;SO-1215;DE VINUESA (SO-830)  A MOLINOS DE DUERO (CL-117);4.02;33.9;37.92;602;534;68;88.7;11.3;899;786;113;87.43;12.57;72;71-80;0.78;80.96;8.87;1.3;0.0;6.31;1.58;0.2;1.07;1.47;;;
2015;SO;CL;SO-934;1;SO-4355;SO-4355;4.0;SO-1265;DE SAN LEONARDO DE YAGÜE (SO-920) A GUIJOSA;17.78;0.0;17.78;274;239;35;87.23;12.77;374;340;34;90.91;9.09;70;61-70;0.0;71.02;17.94;1.81;0.0;8.74;0.32;0.16;0.0;0.28;;;
2015;VA;CL;VA-101;1;VA-4180;VA-4180;3.0;VA-1130;DE PEÑAFIEL (N-122) A PESQUERA DE DUERO;6.53;0.0;6.53;1700;1554;146;91.41;8.59;1892;1662;230;87.84;12.16;87;81-90;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-103;2;PA-4690;;;PA-1190;DE VALORIA LA BUENA (VA-102) A LÍMITE DE PROVINCIA DE PALENCIA;3.3;5.0;8.3;368;335;33;91.03;8.97;415;380;35;91.57;8.43;89;81-90;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;PA;
2015;VA;CL;VA-104;1;VA-4210;VA-4210;6.0;VA-1130;DE QUINTANILLA DE ONÉSIMO (N-122) A VILLAFUERTE;16.2;0.0;16.2;102;96;6;94.12;5.88;92;80;12;86.96;13.04;75;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-113;3;VA-1230;VA-1230;10.9;VA-1230;DE VA-30 A CABEZÓN DE PISUERGA;4.715;7.285;12.0;3365;3225;140;95.84;4.16;3102;2981;121;96.1;3.9;105;101-110;0.9;88.25;6.69;0.0;1.25;2.34;0.26;0.3;0.0;0.06;;;
2015;VA;CP;VA-113;4;VA-4215;VA-4215;14.0;VA-1230;DE CABEZÓN DE PISUERGA A A-62;2.78;12.0;14.78;586;519;67;88.57;11.43;800;757;43;94.63;5.38;39;<=60;0.9;88.25;6.69;0.0;1.25;2.34;0.26;0.3;0.0;0.06;;;
2015;VA;CL;VA-134;1;BU-4860;;;BU-1110;DE VALDEARCOS DE LA VEGA A LÍMITE DE PROVINCIA DE BURGOS;2.9;0.0;2.9;531;518;13;97.55;2.45;409;397;12;97.07;2.93;70;61-70;0.23;76.92;9.63;0.0;0.05;2.91;10.1;0.16;0.45;0.23;;BU;
2015;VA;CP;VA-140;3;VA-4240;VA-4240;52.0;VA-1130;DE VA-103 A VA-110;21.63;32.35;53.98;407;375;32;92.14;7.86;350;306;44;87.43;12.57;81;81-90;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CL;VA-203;1;VA-4260;VA-4260;6.0;VA-1130;DE QUINTANILLA DE ONÉSIMO (N-122) A COGECES DEL MONTE;15.89;0.0;15.89;130;102;28;78.46;21.54;132;86;46;65.15;34.85;79;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-223;2;SG-4185;;;SG-0455;DE CAMPASPERO A LÍMITE DE PROVINCIA DE SEGOVIA;4.55;15.31;19.86;1410;961;449;68.16;31.84;1514;1127;387;74.44;25.56;78;71-80;0.54;77.74;7.39;0.0;0.61;5.06;8.39;0.27;0.17;0.4;;SG;
2015;VA;CL;VA-303;1;VA-4590;VA-4590;5.0;VA-0610;DE N-601 A ARRABAL DE PORTILLO (VA-301);6.8;0.0;6.8;1201;1143;58;95.17;4.83;1172;1072;100;91.47;8.53;59;<=60;0.64;79.96;6.76;0.0;0.44;3.7;7.9;0.59;0.0;0.66;;;
2015;VA;CL;VA-333;1;SG-4440;;;SG-1280;DE ÍSCAR (CL-602) A LÍMITE DE PROVINCIA DE SEGOVIA;0.9;0.0;0.9;1687;1442;245;85.48;14.52;1650;1354;296;82.06;17.94;56;<=60;0.0;70.12;13.85;1.1;0.24;6.98;6.98;0.72;0.22;0.89;;SG;
2015;VA;CP;VA-404;1;VA-4330;VA-4330;13.0;VA-1085;DE MEDINA DEL CAMPO A MATAPOZUELOS;16.1;0.0;16.1;969;910;59;93.91;6.09;936;906;30;96.79;3.21;88;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;CP;VA-404;2;VA-4325;VA-4325;23.0;VA-0610;DE MATAPOZUELOS A MOJADOS (N-601);10.6;16.1;26.7;1250;1197;53;95.76;4.24;1350;1270;80;94.07;5.93;69;61-70;0.64;79.96;6.76;0.0;0.44;3.7;7.9;0.59;0.0;0.66;;;
2015;VA;CP;VA-410;1;VA-4335;VA-4335;12.0;VA-1085;DE OLMEDO (N-601) A ATAQUINES (N-VI);16.54;0.0;16.54;590;345;245;58.47;41.53;411;300;111;72.99;27.01;82;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;CL;VA-504;1;VA-4355;VA-4355;6.0;VA-1130;DE N-601 A LÍMITE DE PROVINCIA DE ZAMORA;14.0;0.0;14.0;209;202;7;96.65;3.35;238;225;13;94.54;5.46;55;<=60;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;ZA;
2015;VA;CL;VA-511;1;VA-4570;;;VA-1130;DE CASTROMONTE (VA-515) A VILLABRÁGIMA (VA-505);8.0;0.0;8.0;638;628;10;98.43;1.57;545;525;20;96.33;3.67;79;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-514;2;VA-4580;VA-4580;21.0;VA-1085;DE WAMBA A TORRELOBATÓN (VA-515);12.2;12.0;24.2;554;540;14;97.47;2.53;518;506;12;97.68;2.32;73;71-80;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;CP;VA-515;1;VA-4100;VA-4100;3.0;VA-1130;DE TORDESILLAS A TORRELOBATÓN (VA-514);17.2;0.0;17.2;414;377;37;91.06;8.94;426;410;16;96.24;3.76;72;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CL;VA-800;1;VA-4375;VA-4375;6.0;VA-1085;DE NAVA DEL REY (CL-602) A CASTREJÓN;12.36;0.0;12.36;261;253;8;96.93;3.07;232;220;12;94.83;5.17;85;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;CL;VA-800;2;SA-4485;;;SA-1215;DE CASTREJÓN A LÍMITE DE PROVINCIA DE SALAMANCA;11.63;12.36;23.99;414;324;90;78.26;21.74;364;274;90;75.27;24.73;81;81-90;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;SA;
2015;VA;CP;VA-801;2;VA-4370;VA-4370;15.0;VA-1085;DE FUENTE EL SOL (CL-610) A  CASTREJÓN (VA-800);22.1;10.42;32.52;253;226;27;89.33;10.67;273;257;16;94.14;5.86;84;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;CL;VA-900;1;VA-4385;VA-4385;5.0;VA-1230;DE VALLADOLID (A-62) A FUENSALDAÑA;2.9;2.6;5.5;4737;4590;147;96.9;3.1;3506;3402;104;97.03;2.97;45;<=60;0.9;88.25;6.69;0.0;1.25;2.34;0.26;0.3;0.0;0.06;;;
2015;VA;CL;VA-900;3;VA-4390;VA-4390;17.0;VA-1130;DE MUCIENTES A A-62 POR TRIGUEROS DEL VALLE;23.39;9.51;32.9;317;297;20;93.69;6.31;352;341;11;96.88;3.13;68;61-70;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-905;1;VA-1130;VA-1130;10.85;VA-1130;DE MEDINA DE RIOSECO (N-601) A VILLALÓN DE CAMPOS (N-610);21.4;0.0;21.4;828;734;94;88.65;11.35;830;735;95;88.55;11.45;80;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CP;VA-905;2;VA-4135;VA-4135;25.0;VA-1130;DE VILLALÓN DE CAMPOS (N-610) A LÍMITE DE PROVINCIA DE PALENCIA;7.1;21.4;28.5;406;362;44;89.16;10.84;492;407;85;82.72;17.28;70;61-70;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;PA;
2015;VA;CL;VA-931;2;VA-4420;VA-4420;20.0;VA-1130;DE VA-932 A LÍMITE DE PROVINCIA DE PALENCIA;15.4;9.1;24.5;228;187;41;82.02;17.98;236;205;31;86.86;13.14;60;<=60;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;PA;
2015;VA;CL;VA-932;1;VA-4425;VA-4425;3.5;VA-1130;DE VILLALÓN DE CAMPOS (N-610) A VA-931;11.6;0.0;11.6;611;576;35;94.27;5.73;631;528;103;83.68;16.32;78;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;;
2015;VA;CL;VA-932;2;VA-4520;VA-4520;15.0;VA-1130;DE VA-931 A LÍMITE DE PROVINCIA DE LEÓN POR SAELICES DE MAYORGA;10.1;11.6;21.7;179;169;10;94.41;5.59;191;171;20;89.53;10.47;80;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;LE;
2015;VA;CL;VA-932;4;VA-4520;;;VA-1130;DE LÍMITE DE PROVINCIA DE VALLADOLID A LÍMITE DE PROVINCIA DE LEÓN;1.75;22.85;24.6;179;169;10;94.41;5.59;191;171;20;89.53;10.47;77;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;LE;
