AÑO;PR;TIPO RED;CTRA;TR;ESTAC ASOC;ESTAC AFORO;PK ESTAC;ESTAC AFÍN;DESCRIPCIÓN DEL TRAMO;LONG;PK INICIAL;PK FINAL;IMD AÑO;IMD-L AÑO;IMDp AÑO;% LIG AÑO;% PES AÑO;IMD AÑO ANT;IMD-L  AÑO ANT;IMDp AÑO ANT;% LIG AÑO ANT;%PES AÑO ANT;VELOCIDAD MEDIA;RANGO VELOC MEDIA;% MOTOS;% TURISMOS;% FURGON.;% TRACT.;% AUTOBUSES;% CAM. S/R;% CAM. ART.;% TREN CTRA.;% EXTRANJ.;% MER. PEL.;LÍMITE CCAA;LÍMITE PROVINCIA;DOBLE CALZADA
2015;VA;B;CL-610;4;VA-1085;VA-1085;28.05;VA-1085;DE SERRADA (VA-405) A MEDINA DEL CAMPO;17.73;25.8;43.53;2399;2215;184;92.33;7.67;2238;2055;183;91.82;8.18;82;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;VA;B;CL-610;5;VA-3090;VA-3090;57.0;VA-1085;DE MEDINA DEL CAMPO A FUENTE EL SOL (VA-801);14.5;45.6;60.1;1681;1543;138;91.79;8.21;1693;1554;139;91.79;8.21;83;81-90;0.0;83.08;8.6;0.65;0.59;4.55;1.64;0.88;0.13;0.34;;;
2015;PA;B;CL-612;2;PA-1030;PA-1030;13.15;PA-1030;DE TORREMORMOJÓN (P-921) A VILLERÍAS DE CAMPOS (P-901);6.21;12.34;18.55;489;398;91;81.39;18.61;482;400;82;82.99;17.01;79;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;B;CL-612;3;VA-3145;;;VA-1130;DE VILLERÍAS DE CAMPOS (P-901) A LÍMITE PROVINCIA DE VALLADOLID;2.85;18.55;21.4;616;515;101;83.6;16.4;536;451;85;84.14;15.86;65;61-70;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;VA;B;CL-612;4;VA-3145;VA-3145;32.0;VA-1130;DE LÍMITE DE PROVINCIA DE PALENCIA A MEDINA DE RIOSECO (N-601);14.8;21.4;36.2;616;515;101;83.6;16.4;536;451;85;84.14;15.86;81;81-90;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;PA;
2015;VA;B;CL-612;5;VA-3150;VA-3150;43.0;VA-1130;DE MEDINA DE RIOSECO (N-601) A LÍMITE DE PROVINCIA DE ZAMORA POR VILLAFRECHÓS;22.04;39.47;61.51;804;740;64;92.04;7.96;791;712;79;90.01;9.99;77;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;ZA;
2015;ZA;B;CL-612;7;ZA-1120;ZA-1120;68.95;ZA-1120;DE VILLAMAYOR DE CAMPOS (ZA-504) A VILLALPANDO (ZA-512);5.5;65.63;71.13;1174;1011;163;86.12;13.88;1030;865;165;83.98;16.02;90;81-90;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;;
2015;PA;B;CL-613;3;PA-3060;PA-3060;32.1;PA-1050;DE PAREDES DE NAVA (PP-9611) A CISNEROS (P-970);14.43;18.97;33.4;1463;1294;169;88.45;11.55;1364;1177;187;86.29;13.71;80;71-80;0.0;78.96;10.92;0.07;0.67;5.12;3.97;0.29;0.11;0.39;;;
2015;PA;B;CL-613;4;PA-3065;PA-3065;41.5;PA-1050;DE CISNEROS (P-970) A VILLADA (P-905);9.04;33.4;42.44;1315;1085;230;82.51;17.49;1321;1105;216;83.65;16.35;79;71-80;0.0;78.96;10.92;0.07;0.67;5.12;3.97;0.29;0.11;0.39;;;
2015;PA;B;CL-613;5;LE-3005;;;LE-1045;DE VILLADA (P-905) A LÍMITE PROVINCIA DE LEÓN;5.74;42.44;48.18;1529;1169;360;76.46;23.54;1420;1226;194;86.34;13.66;79;71-80;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;LE;
2015;PA;B;CL-615;2;PA-3075;PA-3075;5.2;PA-1070;DE CL-613 A P-991;4.25;1.27;5.52;5061;4668;393;92.23;7.77;4533;4272;261;94.24;5.76;87;81-90;1.28;89.2;6.89;0.12;0.77;1.5;0.14;0.09;0.0;0.1;;;
2015;PA;B;CL-615;3;PA-3085;PA-3085;10.8;PA-0100;DE P-991 A  VILLALDAVÍN (P-960);9.86;5.52;15.38;4067;3745;322;92.08;7.92;3882;3604;278;92.84;7.16;91;91-100;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;BU;B;CL-619;7;BU-3955;BU-3955;75.0;BU-1110;DE ENLACE CON A-1 A ARANDA DE DUERO;3.8;72.5;76.3;3792;3230;562;85.18;14.82;3908;3162;746;80.91;19.09;62;61-70;0.23;76.92;9.63;0.0;0.05;2.91;10.1;0.16;0.45;0.23;;;
2015;PA;B;CL-619;2;PA-3175;PA-3175;29.35;PA-1190;DE BALTANÁS  (P-131) A LÍMITE DE PROVINCIA DE BURGOS POR CEVICO NAVERO;19.76;15.14;34.9;1028;780;248;75.88;24.12;1099;910;189;82.8;17.2;77;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;BU;
2015;BU;B;CL-620;1;BU-3850;BU-3850;2.8;BU-0175;DE LÍMITE DE C.A. DEL PAÍS VASCO A LÍMITE DE C.A. DEL PAÍS VASCO;4.7;0.0;4.7;667;597;70;89.51;10.49;623;544;79;87.32;12.68;62;61-70;1.03;84.51;8.47;0.0;0.18;3.11;2.58;0.11;0.09;0.29;PV;;
2015;LE;B;CL-621;5;LE-3055;;;LE-1060;DE VILLAMAÑÁN (N-630 ) A LE-411;1.31;30.8;32.11;2566;2267;299;88.35;11.65;2453;2053;400;83.69;16.31;59;<=60;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;B;CL-621;6;LE-3055;LE-3055;45.0;LE-1060;DE LE-411 A SANTA MARÍA DEL PÁRAMO (CL-622);13.46;32.11;45.57;2566;2267;299;88.35;11.65;2453;2053;400;83.69;16.31;82;81-90;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;B;CL-622;2;LE-3075;LE-3075;35.5;LE-1060;DE SANTA MARÍA DEL PÁRAMO A LA BAÑEZA;14.3;27.4;41.7;3221;2946;275;91.46;8.54;3645;3099;546;85.02;14.98;80;71-80;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;B;CL-623;2;LE-3760;LE-3760;13.6;LE-1110;DE LORENZANA (LE-129-14) A LE-460;10.0;8.0;18.0;2854;2797;57;98.0;2.0;2997;2854;143;95.23;4.77;67;61-70;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;B;CL-626;2;LE-1205;LE-1205;13.0;LE-1205;DE CABOALLES DE ABAJO A RIOSCURO;7.1;7.0;14.1;3264;2880;384;88.24;11.76;3755;3651;104;97.23;2.77;50;<=60;0.74;83.35;3.96;0.19;0.0;8.35;3.42;0.0;0.0;0.23;;;
2015;LE;B;CL-626;3;LE-3140;LE-3140;17.3;LE-1205;DE RIOSCURO A PIEDRAFITA DE BABIA (LE-495);9.6;14.1;23.7;3288;2865;423;87.14;12.86;3224;2809;415;87.13;12.87;55;<=60;0.74;83.35;3.96;0.19;0.0;8.35;3.42;0.0;0.0;0.23;;;
2015;LE;B;CL-626;16;LE-3150;LE-3150;163.0;LE-1340;DE PUENTE ALMUHEY (LE-232) A LE-234;4.4;161.6;166.0;1242;1118;124;90.02;9.98;1325;878;447;66.26;33.74;38;<=60;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;PA;B;CL-626;18;PA-3240;PA-3240;170.8;PA-1230;DE LÍMITE PROVINCIA DE LEÓN A GUARDO (CL-615);7.6;169.5;177.1;1508;1292;216;85.68;14.32;1214;1102;112;90.77;9.23;59;<=60;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;LE;
2015;PA;B;CL-626;19;PA-1230;PA-1230;188.7;PA-1230;DE GUARDO (CL-615) A CANTORAL DE LA PEÑA (P-225);27.0;177.2;204.2;1417;1181;236;83.35;16.65;1308;1134;174;86.7;13.3;72;71-80;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;B;CL-626;20;PA-3200;PA-3200;205.2;PA-1230;DE CANTORAL DE LA PEÑA (P-225)  A P-227;5.1;204.2;209.3;1408;1203;205;85.44;14.56;1192;1081;111;90.69;9.31;77;71-80;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;BU;B;CL-628;1;BU-1445;BU-1445;6.3;BU-1445;DE MEDINA DE POMAR (N-629)  A VILLARCAYO (CL-629);7.7;0.0;7.7;4200;3825;375;91.07;8.93;4253;3900;353;91.7;8.3;85;81-90;0.11;77.48;13.05;0.43;0.47;5.49;2.89;0.07;0.02;0.34;;;
2015;BU;B;CL-629;3;BU-3160;BU-3160;61.2;BU-1155;DE INCINILLAS (N-232)  A VILLARCAYO;4.98;58.35;63.33;3122;2730;392;87.44;12.56;3271;2772;499;84.74;15.26;60;<=60;0.58;82.89;8.55;0.17;0.64;4.27;2.72;0.18;1.0;0.33;;;
2015;BU;B;CL-632;1;BU-3340;BU-3340;4.1;BU-1155;DE BRIVIESCA (N-1) A CORNUDILLA (N-232);20.1;0.0;20.1;1848;1660;188;89.83;10.17;1710;1551;159;90.7;9.3;80;71-80;0.58;82.89;8.55;0.17;0.64;4.27;2.72;0.18;1.0;0.33;;;
2015;BU;B;CL-633;1;BU-3760;BU-3760;4.5;BU-1155;DE N-627 A MASA (N-623);6.6;0.0;6.6;283;244;39;86.22;13.78;217;162;55;74.65;25.35;85;81-90;0.58;82.89;8.55;0.17;0.64;4.27;2.72;0.18;1.0;0.33;;;
2015;BU;B;CL-633;3;BU-3330;BU-3330;18.4;BU-1155;DE  CL-629 A CORNUDILLA (N-232);20.23;16.8;37.03;229;209;20;91.27;8.73;253;227;26;89.72;10.28;59;<=60;0.58;82.89;8.55;0.17;0.64;4.27;2.72;0.18;1.0;0.33;;;
2015;LE;B;CL-635;1;LE-3225;LE-3225;19.45;LE-1340;DE BURÓN (N-625) A LÍMITE DE C.A. DE ASTURIAS;21.7;0.0;21.7;232;185;47;79.74;20.26;166;162;4;97.59;2.41;65;61-70;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;AS;;
2015;LE;CL;LE-106;1;LE-4565;LE-4565;12.3;LE-0190;DE N-VI  A BEMBIBRE (A-6);13.42;0.0;13.42;820;786;34;95.85;4.15;854;827;27;96.84;3.16;53;<=60;0.44;79.8;9.1;0.0;0.31;2.25;8.08;0.02;0.0;0.13;;;
2015;LE;CP;LE-110;1;LE-4230;LE-4230;1.9;LE-0370;DE LA BAÑEZA (LE-125) A CASTROCALBÓN;10.0;0.0;10.0;2620;2454;166;93.66;6.34;2468;2409;59;97.61;2.39;68;61-70;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CL;LE-111;1;ZA-4185;;;ZA-1120;DE NOGAREJAS (LE-125) A LÍMITE DE PROVINCIA DE ZAMORA;4.0;0.0;4.0;157;152;5;96.82;3.18;187;180;7;96.26;3.74;62;61-70;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;ZA;
2015;LE;CP;LE-125;3;LE-1090;LE-1090;24.3;LE-1090;DE LE-133 A NOGAREJAS;4.06;21.4;25.46;979;884;95;90.3;9.7;952;875;77;91.91;8.09;74;71-80;0.51;78.09;11.7;0.0;1.12;5.35;3.23;0.0;0.52;0.0;;;
2015;LE;CL;LE-133;1;LE-4245;LE-4245;4.5;LE-1060;DE ASTORGA (N-VI) A LE-125;31.75;0.0;31.75;655;642;13;98.02;1.98;801;739;62;92.26;7.74;71;71-80;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CL;LE-142;1;LE-4255;LE-4255;4.2;LE-1060;DE ASTORGA (N-VI) A FONCEBADÓN POR SANTA COLOMBA;27.1;0.0;27.1;1488;1121;367;75.34;24.66;1224;1168;56;95.42;4.58;57;<=60;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CL;LE-211;1;LE-4020;LE-4020;6.1;LE-1340;DE ALMANZA (LE-232) A VALLE DE LAS CASAS (CL-626);13.39;0.0;13.39;235;224;11;95.32;4.68;255;243;12;95.29;4.71;70;61-70;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CP;LE-215;2;PA-4140;;;PA-1230;DE BESANDE (LE-233) A LÍMITE DE PROVINCIA DE PALENCIA;4.57;13.43;18.0;564;516;48;91.49;8.51;368;356;12;96.74;3.26;69;61-70;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;PA;
2015;LE;CP;LE-231;1;LE-4285;LE-4285;10.3;LE-1340;DE SAHECHORES DE RUEDA (N-625) A ALMANZA (LE-232);15.4;0.0;15.4;740;607;133;82.03;17.97;580;408;172;70.34;29.66;91;91-100;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CL;LE-233;1;LE-4035;LE-4035;7.6;LE-1340;DE BESANDE (LE-215) A LE-234;8.575;0.0;8.575;45;45;0;99.0;1.0;77;77;0;100.0;0.0;54;<=60;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CL;LE-315;1;LE-4325;LE-4325;7.5;LE-1340;DE ROBLES DE LA VALCUEVA (CL-626) A LÍMITE DE C.A. DE ASTURIAS;30.6;0.0;30.6;175;172;3;98.29;1.71;399;392;7;98.25;1.75;70;61-70;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;AS;;
2015;LE;CL;LE-321;2;LE-4335;LE-4335;30.0;LE-1340;DE LA VECILLA (CL-626) A LÍMITE DE C.A. DE ASTURIAS;27.99;17.75;45.74;360;350;10;97.22;2.78;232;228;4;98.28;1.72;59;<=60;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;AS;;
2015;LE;CL;LE-411;1;LE-4360;LE-4360;16.0;LE-1045;DE VILLAMAÑÁN (CL-621) A SALUDES DE CASTROPONCE (N-VI);24.1;0.0;24.1;549;493;56;89.8;10.2;538;485;53;90.15;9.85;84;81-90;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CL;LE-412;2;LE-4755;LE-4755;17.0;LE-1060;DE CAZANUECOS (LE-411)  A CEBRONES DEL RÍO (N-VI);11.3;9.8;21.1;499;453;46;90.78;9.22;411;370;41;90.02;9.98;63;61-70;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CL;LE-413;2;LE-4365;LE-4365;8.7;LE-1060;DE VILLADANGOS A SANTA MARÍA DEL PÁRAMO (CL-622);18.89;8.6;27.49;880;822;58;93.41;6.59;768;496;272;64.58;35.42;70;61-70;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CP;LE-420;2;LE-4380;LE-4380;18.9;LE-0370;DE N-120 A VILLANUEVA DEL CARRIZO (LE-413);17.21;17.4;34.61;3038;2155;883;70.93;29.07;2562;2408;154;93.99;6.01;59;<=60;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CP;LE-420;3;LE-1395;LE-1395;36.9;LE-1395;DE VILLANUEVA DE CARRIZO (LE-413) A RIOSECO DE TAPIA (LE-460);18.59;34.61;53.2;1804;1688;116;93.57;6.43;1953;1732;221;88.68;11.32;53;<=60;1.73;79.4;12.44;0.0;0.21;3.02;3.2;0.0;0.0;1.19;;;
2015;LE;CP;LE-420;4;LE-4725;LE-4725;53.7;LE-1110;DE RIOSECO DE TAPIA (LE-460) A LA MAGDALENA (CL-626);7.47;53.2;60.67;902;840;62;93.13;6.87;964;915;49;94.92;5.08;89;81-90;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-451;1;LE-4415;LE-4415;12.0;LE-1060;DE ASTORGA (N-120) A QUINTANA DEL CASTILLO;24.3;0.0;24.3;876;471;405;53.77;46.23;800;707;93;88.38;11.63;57;<=60;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CP;LE-451;2;LE-4420;LE-4420;34.0;LE-1060;DE QUINTANA DEL CASTILLO A LE-460;17.12;24.3;41.42;167;99;68;59.28;40.72;254;68;186;26.77;73.23;60;<=60;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CP;LE-460;1;LE-4655;LE-4655;2.1;LE-1110;DE TORRE DEL BIERZO (LE-106) A TREMOR DE ARRIBA;20.0;0.0;20.0;115;98;17;85.22;14.78;161;137;24;85.09;14.91;42;<=60;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-460;2;LE-4650;LE-4650;36.6;LE-1110;DE TREMOR DE ARRIBA A LE-451;26.9;20.0;46.9;90;87;3;96.67;3.33;99;48;51;48.48;51.52;69;61-70;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-497;1;LE-4210;LE-4210;2.0;LE-1205;DE CABOALLES DE ABAJO (CL-626) A LÍMITE DE C.A. DE ASTURIAS;10.4;0.0;10.4;468;432;36;92.31;7.69;459;424;35;92.37;7.63;51;<=60;0.74;83.35;3.96;0.19;0.0;8.35;3.42;0.0;0.0;0.23;AS;;
2015;LE;CL;LE-510;1;LE-4470;LE-4470;2.0;LE-1045;DE VALENCIA DE DON JUAN (CL-621) A VILLAFER (LE-524) POR CAMPAZAS;30.64;0.0;30.64;844;802;42;95.02;4.98;913;888;25;97.26;2.74;94;91-100;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CL;LE-510;2;ZA-4550;;;ZA-1120;DE VILLAFER (LE-524) A LÍMITE DE PROVINCIA DE ZAMORA;1.14;30.64;31.78;198;180;18;90.91;9.09;69;68;1;98.55;1.45;11;<=60;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;ZA;
2015;LE;CP;LE-512;1;LE-4505;LE-4505;8.0;LE-1045;DE MANSILLA DE LAS MULAS (N-601a) A PALANQUINOS (A-231);9.0;0.0;9.0;1494;1255;239;84.0;16.0;1769;1623;146;91.75;8.25;69;61-70;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CP;LE-512;4;ZA-4290;;;ZA-1120;DE VALDERAS (LE-524) A LÍMITE PROVINCIA DE ZAMORA;5.7;53.1;58.8;329;312;17;94.83;5.17;266;252;14;94.74;5.26;68;61-70;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;ZA;
2015;LE;CL;LE-513;1;ZA-4295;;;ZA-1120;DE VALDERAS (LE-524) A LÍMITE DE PROVINCIA DE ZAMORA;4.0;0.0;4.0;825;706;119;85.58;14.42;751;679;72;90.41;9.59;78;71-80;0.0;69.09;16.85;0.17;1.32;8.03;3.87;0.66;0.26;0.26;;ZA;
2015;LE;CL;LE-524;1;LE-4475;LE-4475;8.5;LE-1045;DE VILLAQUEJIDA (N-630) A VALDERAS (LE-512);15.9;0.0;15.9;395;374;21;94.68;5.32;420;404;16;96.19;3.81;74;71-80;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CL;LE-542;1;VA-4530;;;VA-1130;DE VALDERAS (LE-512) A LÍMITE DE PROVINCIA DE VALLADOLID POR GORDONCILLO;8.0;0.0;8.0;306;283;23;92.48;7.52;391;365;26;93.35;6.65;77;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;LE;CP;LE-711;3;LE-4680;LE-4680;39.8;LE-0190;DE FABERO A CL-631;16.1;29.4;45.5;312;256;56;82.05;17.95;287;232;55;80.84;19.16;53;<=60;0.44;79.8;9.1;0.0;0.31;2.25;8.08;0.02;0.0;0.13;;;
2015;LE;CP;LE-713;1;LE-1575;LE-1575;1.45;LE-1575;DE FUENTES NUEVAS (N-VI) A CRUCE CON A-6 (CAMPONARAYA);4.2;0.0;4.2;9512;8794;718;92.45;7.55;9551;9268;283;97.04;2.96;31;<=60;0.65;82.83;8.93;0.04;2.05;5.04;0.46;0.0;0.15;0.56;;;
2015;LE;CL;LE-941;1;VA-4430;;;VA-1130;DE SAHAGÚN (LE-232) A LÍMITE DE PROVINCIA DE VALLADOLID;11.7;0.0;11.7;370;355;15;95.95;4.05;424;389;35;91.75;8.25;74;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;PA;CL;P-101;1;PA-4780;PA-4780;4.125;PA-1030;DE P-110 A CUBILLAS DE CERRATO (P-103);10.1;0.0;10.1;16;15;1;93.75;6.25;13;13;0;100.0;0.0;66;61-70;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-103;1;PA-4690;PA-4690;3.4;PA-1190;DE LÍMITE DE PROVINCIA DE VALLADOLID A LÍMITE DE PROVINCIA DE VALLADOLID POR CUBILLAS DEL CERRATO;7.517;0.0;7.517;368;335;33;91.03;8.97;415;380;35;91.57;8.43;78;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;VA;
2015;PA;CL;P-110;1;PA-4300;PA-4300;2.045;PA-1190;DE P-102 A CEVICO DE LA TORRE (P-131);10.1;0.0;10.1;324;300;24;92.59;7.41;330;301;29;91.21;8.79;75;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-110;2;PA-4290;PA-4290;21.1;PA-1190;DE CEVICO DE LA TORRE (P-131) A LÍMITE DE PROVINCIA DE VALLADOLID POR HÉRMEDES DEL CERRATO;26.09;10.1;36.19;27;24;3;88.89;11.11;47;47;0;100.0;0.0;73;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;VA;
2015;PA;CL;P-114;1;PA-4290;;;PA-1190;DE CEVICO NAVERO (CL-619) A HÉRMEDES DE CERRATO (P-110);5.9;0.0;5.9;27;24;3;88.89;11.11;47;47;0;100.0;0.0;68;61-70;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-123;1;PA-4740;PA-4740;0.35;PA-1505;DE CALABAZANOS (A-62) A VENTA DE BAÑOS;1.5;0.0;1.5;5090;4759;331;93.5;6.5;4941;4478;463;90.63;9.37;59;<=60;0.66;90.97;6.35;0.0;0.6;1.23;0.19;0.0;0.18;0.08;;;
2015;PA;CP;P-140;1;PA-4775;PA-4775;3.65;PA-1160;DE LÍMITE DE PROVINCIA DE BURGOS A LÍMITE DE PROVINCIA DE VALLADOLID POR CASTRILLO DE DON JUAN;4.425;0.0;4.425;284;246;38;86.62;13.38;275;247;28;89.82;10.18;58;<=60;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;VA;
2015;PA;CL;P-141;1;PA-4325;PA-4325;3.28;PA-1190;DE BALTANÁS (P-131) A ESPINOSA DE CERRATO POR ANTIGÜEDAD;26.33;0.0;26.33;313;277;36;88.5;11.5;337;323;14;95.85;4.15;75;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-214;1;PA-4365;PA-4365;8.5;PA-1230;DE P-225  A SANTIBAÑEZ DE LA PEÑA  (CL-626);10.25;0.0;10.25;455;450;5;98.9;1.1;461;449;12;97.4;2.6;68;61-70;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;CP;P-215;2;PA-4140;PA-4140;5.1;PA-1230;DE VELILLA DE RÍO CARRIÓN (P-210) A LÍMITE DE PROVINCIA DE LEÓN;5.49;3.339;8.829;564;516;48;91.49;8.51;368;356;12;96.74;3.26;75;71-80;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;LE;
2015;PA;CP;P-225;3;PA-4220;PA-4220;39.1;PA-1250;DE LA PUEBLA DE VALDAVIA (P-223) A CL-615;19.24;20.8;40.04;1014;968;46;95.46;4.54;955;894;61;93.61;6.39;77;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-233;1;PA-4765;PA-4765;6.0;PA-1250;DE SOTOBAÑADO (P-230a) A BASCONES DE OJEDA (P-223);11.37;0.0;11.37;183;172;11;93.99;6.01;205;192;13;93.66;6.34;76;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-240;1;PA-4410;;;PA-1250;DE VILLASARRACINO (P-236) A BAHÍLLO (P-242);7.193;0.0;7.193;189;183;6;96.83;3.17;212;206;6;97.17;2.83;81;81-90;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-241;1;PA-4420;PA-4420;6.0;PA-1250;DE CARRIÓN DE LOS CONDES (N-120a) A P-240;15.0;0.0;15.0;160;153;7;95.63;4.38;120;119;1;99.17;0.83;69;61-70;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-242;1;PA-4425;PA-4425;5.8;PA-1250;DE SAN MAMÉS DE CAMPOS (N-120) A BAHÍLLO (P-240);9.851;0.0;9.851;221;211;10;95.48;4.52;240;233;7;97.08;2.92;75;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-411;1;PA-4440;PA-4440;6.7;PA-1160;DE P-405 A TORQUEMADA (P-412) POR VALDEOLMILLOS;15.67;0.0;15.67;44;43;1;97.73;2.27;54;52;2;96.3;3.7;66;61-70;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CL;P-413;1;PA-4450;PA-4450;2.5;PA-1160;DE QUINTANA DEL PUENTE (A-62)  A CORDOVILLA LA REAL (P-412);5.16;0.0;5.16;231;187;44;80.95;19.05;269;239;30;88.85;11.15;70;61-70;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CL;P-434;1;PA-4760;PA-4760;7.7;PA-1160;DE FRÓMISTA (P-431) A LÍMITE DE PROVINCIA DE BURGOS;14.56;0.0;14.56;135;131;4;97.04;2.96;138;137;1;99.28;0.72;74;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;BU;
2015;PA;CP;P-900;1;PA-1505;PA-1505;1.025;PA-1505;DE PALENCIA A VILLAMURRIEL DE CERRATO (P-11);5.615;0.0;5.615;4114;4031;83;97.98;2.02;4122;4028;94;97.72;2.28;65;61-70;0.66;90.97;6.35;0.0;0.6;1.23;0.19;0.0;0.18;0.08;;;
2015;PA;CL;P-904;1;PA-4800;PA-4800;3.0;PA-1030;DE AMPUDIA (P-901) A LÍMITE DE PROVINCIA DE VALLADOLID;7.34;0.0;7.34;62;57;5;91.94;8.06;79;76;3;96.2;3.8;75;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;VA;
